Institution Name,Location Classification,Program Type,Land Area (Acres),Number of Classrooms,Number of Tutorial Rooms,Number of PG Labs,Number of Workshops,Computer Center Area (sqm),Library Area (sqm),Seminar Hall Area (sqm),Total Student Intake,Approval Status
Institution_9386,Non-Rural,PG,1.74,12,3,30,12,249,500,132,518,Not Approved
Institution_9387,Non-Rural,UG,4.7,4,1,0,4,184,550,132,341,Approved
Institution_9388,Non-Rural,Combined,2.4,4,1,10,2,163,600,132,369,Approved
Institution_9389,Non-Rural,Combined,0.53,4,1,10,4,201,450,132,525,Approved
Institution_9390,Non-Rural,PG,3.2,16,4,40,16,225,550,132,371,Approved
Institution_9391,Non-Rural,UG,3.18,8,2,0,8,82,600,132,598,Not Approved
Institution_9392,Rural,Diploma,6.22,16,4,0,4,202,650,132,337,Approved
Institution_9393,Rural,PG,9.22,8,2,20,6,291,650,132,491,Not Approved
Institution_9394,Non-Rural,Combined,0.72,4,1,10,1,288,550,132,570,Approved
Institution_9395,Rural,Combined,7.69,12,3,30,3,106,550,132,132,Not Approved
Institution_9396,Non-Rural,Combined,2.01,4,1,10,4,184,550,132,372,Approved
Institution_9397,Non-Rural,Combined,3.89,8,2,20,2,90,500,132,551,Not Approved
Institution_9398,Non-Rural,PG,2.24,8,2,20,6,249,650,132,320,Not Approved
Institution_9399,Rural,Combined,5.83,12,3,30,3,255,650,132,501,Approved
Institution_9400,Rural,PG,9.6,4,1,10,1,193,450,132,416,Not Approved
Institution_9401,Rural,Combined,14.71,20,5,50,10,52,450,132,484,Not Approved
Institution_9402,Rural,Diploma,4.33,16,4,0,16,77,500,132,190,Not Approved
Institution_9403,Non-Rural,PG,0.51,8,2,20,4,185,550,132,358,Not Approved
Institution_9404,Non-Rural,Combined,2.05,20,5,50,10,69,450,132,442,Not Approved
Institution_9405,Rural,UG,7.55,16,4,0,8,184,600,132,281,Not Approved
Institution_9406,Non-Rural,UG,1.39,20,5,0,10,268,450,132,386,Not Approved
Institution_9407,Rural,Diploma,8.32,4,1,0,4,157,550,132,100,Approved
Institution_9408,Rural,Combined,11.02,8,2,20,2,299,550,132,202,Approved
Institution_9409,Rural,PG,12.07,20,5,50,20,192,650,132,175,Approved
Institution_9410,Rural,PG,5.5,12,3,30,6,241,650,132,490,Not Approved
Institution_9411,Non-Rural,PG,3.99,8,2,20,4,226,550,132,133,Approved
Institution_9412,Non-Rural,PG,1.65,4,1,10,3,276,500,132,199,Not Approved
Institution_9413,Non-Rural,UG,3.44,8,2,0,8,222,500,132,402,Approved
Institution_9414,Rural,Diploma,7.06,12,3,0,3,200,650,132,162,Approved
Institution_9415,Rural,Diploma,3.13,4,1,0,3,242,600,132,524,Not Approved
Institution_9416,Non-Rural,Diploma,1.31,20,5,0,10,206,500,132,217,Not Approved
Institution_9417,Non-Rural,Diploma,0.56,8,2,0,6,236,450,132,427,Not Approved
Institution_9418,Non-Rural,Combined,4.92,8,2,20,6,222,600,132,496,Approved
Institution_9419,Rural,Combined,11.55,16,4,40,4,116,600,132,114,Not Approved
Institution_9420,Rural,PG,14.27,12,3,30,6,71,600,132,462,Not Approved
Institution_9421,Non-Rural,Diploma,1.36,12,3,0,9,71,450,132,462,Not Approved
Institution_9422,Rural,Combined,13.21,16,4,40,16,213,400,132,567,Approved
Institution_9423,Non-Rural,PG,0.94,8,2,20,6,256,600,132,280,Not Approved
Institution_9424,Non-Rural,Diploma,1.96,4,1,0,3,124,650,132,571,Not Approved
Institution_9425,Non-Rural,PG,4.06,4,1,10,2,101,650,132,225,Not Approved
Institution_9426,Rural,Diploma,3.47,20,5,0,15,259,400,132,303,Not Approved
Institution_9427,Non-Rural,Combined,2.11,8,2,20,6,283,500,132,103,Approved
Institution_9428,Rural,Diploma,6.58,12,3,0,9,213,600,132,353,Approved
Institution_9429,Rural,Combined,12.19,8,2,20,4,269,550,132,581,Approved
Institution_9430,Non-Rural,PG,3.24,16,4,40,16,73,500,132,553,Not Approved
Institution_9431,Non-Rural,UG,3.57,12,3,0,12,218,450,132,499,Approved
Institution_9432,Non-Rural,Diploma,0.57,12,3,0,9,81,600,132,593,Not Approved
Institution_9433,Non-Rural,Combined,1.73,16,4,40,16,172,650,132,274,Approved
Institution_9434,Rural,UG,10.41,16,4,0,12,276,600,132,244,Approved
Institution_9435,Non-Rural,Diploma,1.89,4,1,0,3,237,600,132,232,Approved
Institution_9436,Rural,PG,5.34,12,3,30,12,130,600,132,391,Not Approved
Institution_9437,Non-Rural,Combined,0.54,12,3,30,12,261,500,132,568,Approved
Institution_9438,Non-Rural,UG,4.74,8,2,0,2,93,600,132,135,Not Approved
Institution_9439,Rural,PG,8.27,16,4,40,4,172,400,132,317,Not Approved
Institution_9440,Non-Rural,Diploma,0.73,4,1,0,3,143,400,132,384,Not Approved
Institution_9441,Non-Rural,Combined,4.81,8,2,20,4,288,550,132,239,Approved
Institution_9442,Rural,Diploma,9.24,12,3,0,6,215,400,132,158,Approved
Institution_9443,Rural,Combined,12.11,8,2,20,6,244,650,132,460,Approved
Institution_9444,Rural,Combined,8.32,20,5,50,10,290,400,132,387,Approved
Institution_9445,Non-Rural,UG,4.08,8,2,0,6,71,600,132,283,Not Approved
Institution_9446,Rural,UG,5.33,20,5,0,20,292,450,132,468,Not Approved
Institution_9447,Non-Rural,PG,3.52,8,2,20,2,147,550,132,259,Not Approved
Institution_9448,Rural,Diploma,6.27,4,1,0,4,102,550,132,190,Not Approved
Institution_9449,Rural,PG,9.65,12,3,30,9,294,600,132,410,Not Approved
Institution_9450,Non-Rural,Diploma,0.97,4,1,0,4,261,650,132,568,Not Approved
Institution_9451,Rural,Combined,14.79,4,1,10,3,66,600,132,159,Not Approved
Institution_9452,Rural,PG,7.63,20,5,50,20,58,600,132,336,Not Approved
Institution_9453,Rural,Combined,10.01,4,1,10,2,208,650,132,264,Approved
Institution_9454,Non-Rural,Combined,2.63,20,5,50,15,268,650,132,380,Approved
Institution_9455,Rural,Diploma,8.29,12,3,0,6,241,400,132,405,Approved
Institution_9456,Non-Rural,PG,2.28,8,2,20,4,78,500,132,329,Not Approved
Institution_9457,Rural,Combined,7.09,8,2,20,4,190,600,132,108,Approved
Institution_9458,Rural,UG,7.23,12,3,0,6,242,450,132,389,Not Approved
Institution_9459,Rural,Diploma,9.25,8,2,0,8,297,450,132,555,Approved
Institution_9460,Rural,PG,9.18,8,2,20,2,259,650,132,185,Not Approved
Institution_9461,Rural,Diploma,7.59,16,4,0,12,154,650,132,579,Approved
Institution_9462,Rural,Diploma,9.42,4,1,0,1,235,450,132,179,Approved
Institution_9463,Non-Rural,Diploma,1.31,12,3,0,12,169,650,132,287,Not Approved
Institution_9464,Non-Rural,UG,1.62,20,5,0,5,264,400,132,258,Not Approved
Institution_9465,Non-Rural,UG,4.93,16,4,0,16,174,650,132,318,Approved
Institution_9466,Non-Rural,UG,2.35,20,5,0,20,87,550,132,508,Not Approved
Institution_9467,Non-Rural,PG,4.55,4,1,10,4,171,600,132,240,Approved
Institution_9468,Non-Rural,UG,3.89,16,4,0,12,158,500,132,408,Approved
Institution_9469,Rural,Diploma,5.79,4,1,0,3,267,400,132,123,Approved
Institution_9470,Rural,Diploma,7.1,12,3,0,12,98,450,132,172,Not Approved
Institution_9471,Non-Rural,Diploma,1.38,12,3,0,9,176,400,132,220,Not Approved
Institution_9472,Rural,Combined,12.11,8,2,20,6,244,650,132,460,Approved
Institution_9473,Non-Rural,UG,0.76,8,2,0,6,80,550,132,139,Not Approved
Institution_9474,Non-Rural,Combined,4.36,20,5,50,10,156,550,132,562,Approved
Institution_9475,Non-Rural,PG,3.78,16,4,40,12,199,550,132,421,Approved
Institution_9476,Rural,PG,9.82,12,3,30,3,271,500,132,137,Not Approved
Institution_9477,Rural,Combined,8.05,12,3,30,3,260,450,132,307,Approved
Institution_9478,Non-Rural,Diploma,0.66,8,2,0,6,233,400,132,397,Not Approved
Institution_9479,Rural,UG,11.64,12,3,0,12,153,600,132,203,Approved
Institution_9480,Non-Rural,UG,3.7,4,1,0,2,142,650,132,217,Not Approved
Institution_9481,Non-Rural,Combined,2.6,16,4,40,16,267,400,132,395,Approved
Institution_9482,Non-Rural,Diploma,1.88,16,4,0,12,208,650,132,572,Approved
Institution_9483,Non-Rural,UG,3.74,16,4,0,4,138,550,132,521,Not Approved
Institution_9484,Rural,PG,7.07,4,1,10,2,283,450,132,381,Not Approved
Institution_9485,Non-Rural,Combined,2.24,16,4,40,4,298,500,132,378,Approved
Institution_9486,Non-Rural,UG,2.73,16,4,0,4,273,450,132,342,Approved
Institution_9487,Non-Rural,PG,3.02,12,3,30,3,107,450,132,129,Not Approved
Institution_9488,Rural,Diploma,2.4,4,1,0,2,300,450,132,131,Not Approved
Institution_9489,Rural,PG,14.47,20,5,50,10,61,600,132,265,Not Approved
Institution_9490,Rural,Combined,13.85,4,1,10,1,81,500,132,564,Not Approved
Institution_9491,Non-Rural,Diploma,1.17,8,2,0,8,121,550,132,401,Not Approved
Institution_9492,Rural,PG,9.86,8,2,20,4,264,600,132,574,Not Approved
Institution_9493,Rural,UG,6.5,4,1,0,4,97,600,132,360,Not Approved
Institution_9494,Non-Rural,UG,1.94,8,2,0,4,224,400,132,540,Not Approved
Institution_9495,Rural,PG,11.41,16,4,40,4,58,650,132,363,Not Approved
Institution_9496,Non-Rural,Combined,4.4,12,3,30,9,175,400,132,279,Approved
Institution_9497,Rural,Combined,11.49,20,5,50,15,246,650,132,566,Approved
Institution_9498,Non-Rural,PG,1.22,12,3,30,12,147,400,132,109,Not Approved
Institution_9499,Non-Rural,UG,1.09,12,3,0,12,185,400,132,432,Not Approved
Institution_4947,Rural,UG,12.28,16,4,0,12,204,550,132,546,Approved
Institution_6101,Non-Rural,Diploma,0.58,12,3,0,9,257,400,132,322,Not Approved
Institution_5459,Non-Rural,Combined,2.57,12,3,30,6,152,450,132,366,Approved
Institution_7937,Non-Rural,Combined,3.42,12,3,30,9,263,400,132,203,Approved
Institution_3454,Rural,Diploma,3.52,8,2,0,2,190,600,132,127,Not Approved
Institution_7325,Rural,PG,14.4,20,5,50,5,241,400,132,349,Approved
Institution_2550,Rural,Diploma,2.2,4,1,0,1,236,650,132,271,Not Approved
Institution_7826,Rural,PG,9.53,16,4,40,8,150,550,132,136,Not Approved
Institution_1357,Non-Rural,UG,4.7,4,1,0,2,250,550,132,273,Approved
Institution_1770,Non-Rural,PG,2.85,12,3,30,6,279,400,132,514,Approved
Institution_1670,Non-Rural,UG,4.93,16,4,0,16,174,650,132,318,Approved
Institution_7667,Rural,PG,10.29,8,2,20,8,200,650,132,551,Approved
Institution_1617,Non-Rural,PG,3.53,4,1,10,1,267,450,132,450,Approved
Institution_2364,Rural,Diploma,5.71,16,4,0,4,175,450,132,338,Approved
Institution_9818,Non-Rural,Diploma,1.12,20,5,0,5,276,550,132,173,Not Approved
Institution_2988,Non-Rural,UG,3.56,4,1,0,4,140,400,132,208,Not Approved
Institution_3629,Rural,Diploma,5.85,8,2,0,2,168,450,132,476,Approved
Institution_5456,Rural,PG,13.11,12,3,30,12,230,400,132,234,Approved
Institution_5173,Non-Rural,UG,3.1,8,2,0,6,151,550,132,557,Approved
Institution_3600,Non-Rural,UG,2.6,4,1,0,4,232,500,132,230,Approved
Institution_7419,Rural,Combined,7.76,8,2,20,4,270,650,132,479,Approved
Institution_5235,Rural,UG,12.41,12,3,0,6,195,600,132,358,Approved
Institution_6357,Non-Rural,UG,4.88,20,5,0,20,288,450,132,241,Approved
Institution_9494,Rural,Combined,9.32,4,1,10,1,112,650,132,287,Not Approved
Institution_8620,Non-Rural,UG,2.24,4,1,0,4,205,500,132,501,Not Approved
Institution_5601,Rural,UG,6.17,8,2,0,2,228,450,132,163,Not Approved
Institution_5544,Non-Rural,Diploma,0.54,12,3,0,9,300,650,132,416,Not Approved
Institution_8297,Rural,PG,10.55,20,5,50,10,241,500,132,258,Approved
Institution_1210,Non-Rural,UG,1.09,12,3,0,12,185,400,132,432,Not Approved
Institution_5122,Rural,PG,9.14,16,4,40,16,60,400,132,582,Not Approved
Institution_2782,Non-Rural,PG,3.09,8,2,20,4,79,400,132,447,Not Approved
Institution_8669,Non-Rural,PG,3.01,4,1,10,4,66,500,132,297,Not Approved
Institution_1594,Rural,UG,14.72,8,2,0,4,137,550,132,264,Not Approved
Institution_3408,Rural,Diploma,9.35,20,5,0,5,181,400,132,254,Approved
Institution_4537,Non-Rural,PG,2.61,8,2,20,8,269,450,132,524,Approved
Institution_4703,Rural,Combined,9.6,12,3,30,3,209,600,132,245,Approved
Institution_6130,Non-Rural,UG,4.64,16,4,0,16,299,550,132,277,Approved
Institution_5631,Rural,UG,13.93,12,3,0,3,238,400,132,514,Approved
Institution_1640,Rural,Diploma,6.5,8,2,0,2,172,600,132,325,Approved
Institution_6483,Rural,Combined,12.78,16,4,40,8,237,400,132,104,Approved
Institution_1946,Rural,Diploma,6.6,8,2,0,8,226,650,132,279,Approved
Institution_3286,Non-Rural,UG,2.06,20,5,0,15,185,400,132,380,Not Approved
Institution_7057,Non-Rural,Diploma,0.73,8,2,0,6,282,450,132,589,Not Approved
Institution_8702,Rural,Combined,13.21,16,4,40,16,139,400,132,567,Not Approved
Institution_3613,Non-Rural,Diploma,1.07,20,5,0,20,72,400,132,449,Not Approved
Institution_2237,Rural,Combined,8.95,4,1,10,3,270,500,132,162,Approved
Institution_8690,Rural,Diploma,3.77,12,3,0,9,214,500,132,317,Not Approved
Institution_5088,Rural,Combined,5.34,8,2,20,6,182,400,132,340,Approved
Institution_8612,Non-Rural,Combined,4.08,4,1,10,1,121,600,132,548,Not Approved
Institution_2314,Non-Rural,Combined,1.91,8,2,20,4,102,500,132,449,Not Approved
Institution_1918,Rural,Diploma,6.58,12,3,0,9,213,600,132,353,Approved
Institution_2179,Rural,Diploma,9.68,4,1,0,3,74,650,132,429,Not Approved
Institution_5809,Rural,PG,9.54,4,1,10,4,286,450,132,275,Not Approved
Institution_3563,Non-Rural,Combined,2.12,12,3,30,3,153,600,132,180,Approved
Institution_4248,Rural,Diploma,4.33,12,3,0,9,144,600,132,501,Not Approved
Institution_8099,Rural,PG,8.47,8,2,20,6,252,600,132,306,Not Approved
Institution_8280,Non-Rural,UG,0.63,16,4,0,12,51,550,132,102,Not Approved
Institution_7965,Rural,Combined,10.4,20,5,50,10,155,400,132,586,Approved
Institution_8969,Rural,Combined,6.1,4,1,10,1,63,400,132,550,Not Approved
Institution_3042,Rural,Diploma,6.43,12,3,0,9,139,500,132,181,Not Approved
Institution_1865,Non-Rural,UG,4.59,16,4,0,4,293,450,132,512,Approved
Institution_3044,Non-Rural,Combined,4.86,20,5,50,5,259,650,132,222,Approved
Institution_5431,Non-Rural,PG,2.16,16,4,40,4,289,600,132,206,Not Approved
Institution_9710,Rural,PG,14.59,16,4,40,4,103,400,132,264,Not Approved
Institution_2952,Rural,Diploma,9.94,16,4,0,16,256,500,132,225,Approved
Institution_2404,Non-Rural,Diploma,1.17,8,2,0,8,91,550,132,401,Not Approved
Institution_8946,Rural,Combined,8.05,12,3,30,3,260,450,132,307,Approved
Institution_2694,Non-Rural,Combined,4.96,8,2,20,8,99,500,132,277,Not Approved
Institution_8720,Rural,UG,8.87,12,3,0,12,196,600,132,143,Not Approved
Institution_8874,Rural,PG,6.41,4,1,10,3,280,600,132,468,Not Approved
Institution_8500,Rural,PG,13.86,16,4,40,4,85,550,132,218,Not Approved
Institution_6672,Non-Rural,UG,4.15,8,2,0,2,232,600,132,534,Approved
Institution_5675,Rural,Combined,11.67,12,3,30,3,153,550,132,314,Approved
Institution_2109,Non-Rural,UG,4.82,8,2,0,2,251,500,132,425,Approved
Institution_6649,Non-Rural,PG,2.86,16,4,40,8,262,400,132,535,Approved
Institution_9474,Non-Rural,Combined,1.08,16,4,40,4,165,400,132,105,Approved
Institution_5425,Rural,PG,8.74,20,5,50,20,77,650,132,123,Not Approved
Institution_1107,Rural,Diploma,7.45,16,4,0,12,214,550,132,229,Approved
Institution_4642,Non-Rural,Diploma,1.77,8,2,0,8,83,650,132,360,Not Approved
Institution_1034,Non-Rural,UG,4.56,4,1,0,3,195,450,132,528,Approved
Institution_4761,Non-Rural,PG,2.62,16,4,40,12,181,650,132,336,Approved
Institution_7998,Rural,UG,12.6,20,5,0,15,110,650,132,458,Not Approved
Institution_5988,Rural,UG,7.1,4,1,0,3,207,450,132,572,Not Approved
Institution_6189,Non-Rural,PG,3.19,4,1,10,3,135,550,132,214,Not Approved
Institution_3739,Non-Rural,UG,4.8,8,2,0,6,168,400,132,491,Approved
Institution_7229,Rural,Combined,9.83,4,1,10,4,193,500,132,290,Approved
Institution_3241,Rural,Combined,13.5,16,4,40,16,124,600,132,306,Not Approved
Institution_8318,Rural,UG,11.29,8,2,0,2,163,600,132,547,Approved
Institution_1629,Non-Rural,UG,3.46,8,2,0,6,156,600,132,433,Approved
Institution_8140,Non-Rural,Diploma,1.96,8,2,0,8,151,550,132,318,Approved
Institution_1645,Rural,UG,6.5,4,1,0,4,151,600,132,360,Not Approved
Institution_3400,Rural,Diploma,6.9,16,4,0,12,190,550,132,330,Approved
Institution_5757,Non-Rural,Combined,3.35,16,4,40,12,168,550,132,422,Approved
Institution_3632,Non-Rural,PG,2.6,16,4,40,16,206,400,132,300,Approved
Institution_2864,Rural,UG,5.25,20,5,0,5,282,550,132,515,Not Approved
Institution_9889,Non-Rural,Diploma,1.49,20,5,0,10,190,400,132,129,Not Approved
Institution_1614,Rural,Combined,5.53,12,3,30,12,253,400,132,430,Approved
Institution_5449,Non-Rural,UG,2.35,20,5,0,20,223,550,132,508,Not Approved
Institution_7815,Rural,PG,8.66,12,3,30,3,269,450,132,178,Not Approved
Institution_6805,Non-Rural,UG,2.26,12,3,0,3,53,550,132,204,Not Approved
Institution_4448,Rural,Combined,11.02,8,2,20,2,108,550,132,202,Not Approved
Institution_9515,Non-Rural,Combined,1.76,8,2,20,6,116,400,132,543,Not Approved
Institution_2920,Non-Rural,Combined,2.25,8,2,20,8,156,550,132,373,Approved
Institution_3402,Rural,UG,12.16,12,3,0,12,294,500,132,348,Approved
Institution_2215,Rural,Combined,8.86,4,1,10,4,229,500,132,253,Approved
Institution_9802,Rural,Diploma,4.04,16,4,0,16,277,500,132,593,Not Approved
Institution_8545,Non-Rural,Combined,2.18,8,2,20,6,289,550,132,231,Approved
Institution_4222,Rural,PG,5.58,12,3,30,6,60,500,132,292,Not Approved
Institution_2930,Rural,Diploma,7.98,8,2,0,8,259,450,132,403,Approved
Institution_2543,Rural,UG,10.05,8,2,0,4,140,550,132,498,Not Approved
Institution_5690,Non-Rural,UG,3.15,4,1,0,1,155,450,132,342,Approved
Institution_6868,Rural,UG,8.34,16,4,0,4,55,450,132,100,Not Approved
Institution_4183,Non-Rural,UG,3.0,20,5,0,10,259,500,132,269,Approved
Institution_5086,Rural,Diploma,2.34,12,3,0,3,104,600,132,207,Not Approved
Institution_3594,Rural,PG,9.22,8,2,20,6,291,650,132,491,Not Approved
Institution_4264,Rural,Diploma,4.44,4,1,0,4,114,400,132,287,Not Approved
Institution_5398,Rural,Diploma,2.52,12,3,0,6,258,500,132,282,Not Approved
Institution_9571,Rural,UG,8.98,16,4,0,4,295,550,132,559,Not Approved
Institution_2828,Non-Rural,PG,4.76,8,2,20,8,256,500,132,166,Approved
Institution_8437,Non-Rural,PG,2.28,8,2,20,4,167,500,132,329,Not Approved
Institution_4424,Non-Rural,Combined,4.25,4,1,10,3,277,600,132,285,Approved
Institution_7894,Rural,UG,5.49,12,3,0,3,173,450,132,520,Not Approved
Institution_1433,Non-Rural,PG,3.45,4,1,10,2,294,400,132,574,Approved
Institution_5858,Non-Rural,Diploma,1.3,4,1,0,4,110,400,132,446,Not Approved
Institution_2503,Rural,Diploma,8.66,16,4,0,8,80,450,132,166,Not Approved
Institution_8976,Non-Rural,Diploma,0.82,4,1,0,4,186,600,132,479,Not Approved
Institution_3702,Non-Rural,Combined,1.12,4,1,10,2,71,600,132,215,Not Approved
Institution_7391,Non-Rural,Combined,3.43,12,3,30,12,259,450,132,471,Approved
Institution_6671,Non-Rural,PG,4.08,12,3,30,3,108,650,132,412,Not Approved
Institution_5784,Non-Rural,Diploma,1.77,8,2,0,8,275,500,132,473,Approved
Institution_8104,Rural,UG,9.23,20,5,0,5,214,650,132,406,Not Approved
Institution_2300,Non-Rural,PG,4.79,16,4,40,12,196,500,132,516,Approved
Institution_9547,Non-Rural,Combined,3.07,16,4,40,12,189,650,132,520,Approved
Institution_7766,Rural,PG,11.15,8,2,20,2,189,650,132,201,Approved
Institution_4732,Rural,UG,12.12,4,1,0,4,296,500,132,528,Approved
Institution_6831,Rural,UG,12.48,8,2,0,4,290,400,132,300,Approved
Institution_5929,Rural,Diploma,5.18,12,3,0,3,216,500,132,356,Approved
Institution_2793,Non-Rural,Combined,4.97,4,1,10,4,178,650,132,465,Approved
Institution_4138,Rural,PG,9.65,12,3,30,9,294,600,132,410,Not Approved
Institution_6795,Rural,UG,6.86,16,4,0,16,168,550,132,583,Not Approved
Institution_4366,Non-Rural,Combined,3.06,8,2,20,6,95,400,132,175,Not Approved
Institution_2497,Rural,Diploma,6.85,4,1,0,2,98,500,132,453,Not Approved
Institution_7548,Rural,UG,5.43,8,2,0,4,249,500,132,244,Not Approved
Institution_6527,Rural,UG,10.02,4,1,0,1,231,450,132,563,Approved
Institution_8007,Non-Rural,PG,4.52,12,3,30,12,293,400,132,592,Approved
Institution_6673,Non-Rural,Combined,0.89,8,2,20,4,214,400,132,210,Approved
Institution_3719,Non-Rural,Diploma,1.7,12,3,0,3,290,550,132,211,Approved
Institution_5662,Rural,UG,7.28,16,4,0,8,276,450,132,219,Not Approved
Institution_6043,Non-Rural,Combined,2.99,4,1,10,3,195,650,132,108,Approved
Institution_6907,Non-Rural,UG,4.66,8,2,0,4,245,500,132,490,Approved
Institution_9215,Rural,Diploma,6.53,8,2,0,8,202,600,132,536,Approved
Institution_2060,Rural,UG,13.44,4,1,0,3,292,450,132,452,Approved
Institution_8468,Rural,UG,8.86,8,2,0,4,264,500,132,165,Not Approved
Institution_3034,Non-Rural,PG,5.0,12,3,30,3,273,450,132,538,Approved
Institution_3081,Non-Rural,UG,0.88,16,4,0,4,236,550,132,413,Not Approved
Institution_2264,Rural,Diploma,3.73,12,3,0,9,80,400,132,321,Not Approved
Institution_9369,Non-Rural,Combined,2.63,20,5,50,15,268,650,132,380,Approved
Institution_6722,Rural,Combined,6.1,8,2,20,6,269,600,132,473,Approved
Institution_2353,Non-Rural,Combined,3.05,8,2,20,4,176,450,132,399,Approved
Institution_9984,Non-Rural,UG,3.21,8,2,0,6,221,600,132,316,Approved
Institution_6741,Non-Rural,PG,3.24,16,4,40,16,287,500,132,553,Approved
Institution_3790,Rural,Combined,5.52,4,1,10,1,280,450,132,279,Approved
Institution_7000,Rural,Diploma,8.15,8,2,0,8,188,500,132,136,Approved
Institution_8541,Rural,PG,11.22,12,3,30,6,139,600,132,287,Not Approved
Institution_2633,Non-Rural,PG,2.04,8,2,20,4,195,650,132,468,Not Approved
Institution_9646,Non-Rural,Combined,1.69,8,2,20,6,278,500,132,479,Approved
Institution_5302,Non-Rural,Combined,3.08,20,5,50,20,206,500,132,367,Approved
Institution_3871,Non-Rural,Diploma,0.7,4,1,0,3,282,650,132,212,Not Approved
Institution_9085,Non-Rural,Combined,0.67,4,1,10,2,104,500,132,131,Not Approved
Institution_7712,Rural,UG,9.37,12,3,0,6,216,600,132,270,Not Approved
Institution_5249,Rural,PG,6.92,20,5,50,5,128,450,132,151,Not Approved
Institution_1750,Rural,PG,9.17,4,1,10,2,230,600,132,391,Not Approved
Institution_3171,Non-Rural,UG,3.14,12,3,0,9,211,450,132,569,Approved
Institution_7066,Non-Rural,Diploma,1.88,4,1,0,1,277,600,132,168,Approved
